X,Y
0,1739.029
1,-54.940
2,-1565.132
3,-1812.906
4,-1764.564
5,-1314.677
6,1401.658
7,1654.951
8,1113.077
9,-568.155
10,-2079.276
11,-1414.535
12,-1412.056
13,1259.836
14,1595.600
15,-266.546
16,-1865.816
