X,Y
0,366.741
1,-82.348
2,-853.762
3,-1318.101
4,-1025.166
5,11.049
6,693.694
7,770.309
8,457.019
9,-286.917
10,-798.959
11,-727.379
12,-1123.216
13,-794.124
14,-179.279
15,-372.808
16,-252.200
17,-544.774
18,-1096.553
19,-1840.308
