X,Y
0,1463.768
1,-289.350
2,-1355.531
3,-2907.815
4,-132.577
5,685.871
6,1908.628
7,1979.798
8,-453.438
9,-1364.571
10,-2274.665
11,-2355.096
12,-1032.660
13,1710.708
14,1534.568
15,-263.577
16,-2257.562
