X,Y
0,-972.213
1,-1054.111
2,-415.265
3,155.465
4,554.927
5,379.116
6,-270.948
7,-653.404
8,-715.395
9,63.046
10,669.479
11,498.295
12,-188.799
13,-855.783
14,-735.927
15,-393.223
16,152.380
17,557.958
18,249.736
19,-343.873
20,-191.698
21,-514.067
22,120.006
23,664.617
24,748.921
25,599.432
26,-244.073
27,-298.061
28,-628.389
29,155.899
30,547.231
31,680.359
32,306.069
33,64.128
34,-628.740
35,-363.596
36,250.699
37,583.225
38,675.874
39,374.859
40,-319.007
41,-658.695
42,-699.916
43,-192.445
