X,Y
0,-318.543
1,-1211.324
2,-855.903
3,-100.366
4,489.898
5,959.299
6,634.854
7,-390.401
8,-1124.645
9,-1248.582
10,-691.806
11,619.476
12,558.136
13,-498.155
14,-1599.182
15,-2387.661
