X,Y
0,1858.835
1,974.964
2,-810.427
3,-2146.980
4,-1936.174
5,-713.156
6,1522.498
7,660.221
8,347.978
9,-563.645
10,-1701.474
11,-1703.876
12,-1762.149
13,2052.572
14,1684.067
15,549.637
16,-1766.050
